ID;Descrição;Preço em R$
160;Processador AMD Ryzen 5 7600x 38mb 5.3ghz 100-100000593wof;2.226,90
161;Processador Intel Core I5, 8500, 4.1ghz, LGA1151, 8 Geração Oem;645,06
162;Processador Intel Core I3 10100F, 3.6GHz (4.3GHz Turbo);593,91
163;Processador Amd Ryzen Threadripper 7980x, 3,2GHZ (Máxima Turbo 5.1GHZ), 64 Núcleos, 320MB -  100-100001350wof;46.360,80
164;Processador Intel Core I9 11900f Box LGA 1200 16MB Cache S/ Vídeo - Bx8070811900f;2.004,98
165;Processador Intel Core I5 11400, 2.6ghz, (4.4ghz Turbo), 11ª Geração, 6-cores 12-threads, Lga 1200 - Box;1.428,29
166;Processador Intel Core I3-10100 Comet Lake, 3.60GHz (4.30GHz), Cache 6MB, LGA 1200 - BX8070110100;646,06
167;Processador AMD Ryzen 7 7700, 3.8GHz (5.3GHz Max Turbo), Cache 32MB, 8 Cores, 16 Threads, AM5, Wraith Prism - 100-100000592BOX;2.164,80
168;Processador AMD Ryzen Threadripper Pro 5965WX, 128 MB, 24 Núcleos, SP3 - 100-100000446WOF;13.499,99
169;Processador AMD Ryzen 9 7900x3d 4.40ghz, 12-core, 128MB, Am5;3.308,38
170;Processador Intel Pentium G2030, 3.0ghz, LGA 1155;128,24
171;Processador Intel Core I5-11500 11ª Geração, 2.7GHz, Cache 12MB, Hexa Core, 4 Threads, LGA 1200 - BX8070811500;1.382,67
172;Processador Intel Core I7-13700f Box LGA 1700 30MB Cache) Sem Vídeo Integrado - Bx8071513700f;2.560,44
173;Processador Intel Core I9-13900 LGA 1700 24 Cores 32 Threads 5.6ghz 36MB Cache UHD Intel 770 - BX8071513900;4.188,64
174;Processador Intel Core I9 13900K, 5.80GHz Max Turbo, Cache 36MB, Quad Core, 32 Threads, LGA 1700;4.028,05
175;Processador Intel Core I9-12900 12ª Geração, 1.8GHz, Cache 30MB, Núcleos 16, Threads 24, LGA 1700 - Bx8071512900;3.613,16
176;Processador Amd Ryzen 5 8500g, 5.0GHZ, Cache 22MB, AM5, Sem Cooler - 100-100000931box;1.214,49
177;Processador Intel Core I7-13700KF, 2.5GHz, 1700 - BX8071513700KFI;2.619,90
178;Processador Intel Core I5-10600KF, 4.1GHz, Cache 12MB, LGA 1200 - BX8070110600KF;1.022,47
179;Processador Intel Core I9-11900KF, 3.5GHz, Cachê 16MB, LGA 1200 - BX8070811900KF;2.416,41
180;Processador Intel Celeron G5925 10ª Geração, 3.6GHz, Cache 4MB, LGA 1200 - BX80701G5925;371,19
181;Processador AMD Ryzen 7 5700X, Cache 36MB, AM4, Redeon Graphics;2.008,55
182;Processador Intel Core I9-10900F, 10ª Geração, 2.8GHz (5.2GHz Turbo), Cache 20MB, LGA 1200 - BX8070110900F;2.960,99
183;Processador Intel Core I9-12900KF, 3.2GHz, Cache 30MB, Hexa Core, 24 Threads, LGA 1700 - BX8071512900KF;2.906,85
184;Processador AMD Athlon 64 3800+, 2.4GHz, AM2, Ada3800iaa4cn - Oem;24,28
185;Processador Intel Xeon E-2224G, 3.5GHz (4.7GHz Turbo), Cache 8MB, LGA 1151 - BX80684E2224G;1.694,65
186;Processador Intel I7-12700KF, 3.6GHz (5.0GHz Max Turbo), Cache 25MB, Dual Core, 20 Threads, LGA 1700 - BX8071512700KF;2.016,55
187;Processador Intel Core I5 13400 Box Lga 1700 10 Cores 16 Threads 20MB Cache - BX8071513400;1.716,69
188;Processador Intel Core I3 12100f 3.3ghz (4.3ghz Turbo), 12ª Geração, 4-cores 8-threads, Lga 1700;830,70
189;Processador AMD Ryzen 9 7900 4.00ghz, 12-core, 76MB, Am5;3.272,14
190;Processador Intel Core I3, 3.10GHz, Cache 6MB, Quad Core, 4 Threads, OEM;1.128,60
191;Processador Intel Core I5 11600K 11ª Geração, 3.90GHz, Cache 12MB, Hexa Core, 12 Threads, LGA 1200, Intel UHD Graphics 750 - BX8070811600K;2.098,85
192;Processador Intel Core I3 14100f, 14ª Geração, 3.5 Ghz, 4.7 Ghz Turbo, Cache 12mb Lga 1700, Sem Vídeo - Bx8071514100f;891,95
193;Processador Intel Core I9-11900 11ª Geração, 2.50GHz, Cache 16MB, 16 Threads, LGA 1200 - BX8070811900;2.642,55
194;Processador AMD Ryzen 5 3400G, 3.7GHz (4.2GHz Max Turbo), Cache 6MB, AM4 - YD3400C5FHBOX;2.126,70
195;Processador AMD A8 9600, 4 Núcleos, Cache 2MB, 3.1ghz, Am4 - AD9600AGABBOX - OEM;507,59
196;Processador Intel Core I3-13100, 3.4ghz (4.5ghz Turbo), Lga1700, 12MB Cache, 13ª Geração;1.064,51
